LineId,Label,Timestamp,Date,User,Month,Day,Time,Location,Component,PID,Content,EventId,EventTemplate,Anomaly
52,-,1131566467,2005.11.09,tbird-admin1,Nov,9,12:01:07,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
53,-,1131566468,2005.11.09,tbird-admin1,Nov,9,12:01:08,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
54,-,1131566470,2005.11.09,bn441,Nov,9,12:01:10,bn441/bn441,ntpd,28489.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
55,-,1131566470,2005.11.09,cn661,Nov,9,12:01:10,cn661/cn661,ntpd,18505.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
56,-,1131566470,2005.11.09,tbird-sm1,Nov,9,12:01:10,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,1.0
57,-,1131566471,2005.11.09,dn393,Nov,9,12:01:11,dn393/dn393,ntpd,4696.0,"synchronized to 10.100.26.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
58,-,1131566472,2005.11.09,tbird-admin1,Nov,9,12:01:12,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B3] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
59,-,1131566473,2005.11.09,cn379,Nov,9,12:01:13,cn379/cn379,ntpd,10573.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
60,-,1131566473,2005.11.09,cn733,Nov,9,12:01:13,cn733/cn733,ntpd,27716.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
61,-,1131566473,2005.11.09,tbird-admin1,Nov,9,12:01:13,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
62,-,1131566474,2005.11.09,cn925,Nov,9,12:01:14,cn925/cn925,ntpd,29072.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
63,-,1131566474,2005.11.09,tbird-sm1,Nov,9,12:01:14,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change,1.0
64,-,1131566474,2005.11.09,tbird-sm1,Nov,9,12:01:14,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required,1.0
65,-,1131566475,2005.11.09,tbird-admin1,Nov,9,12:01:15,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
66,-,1131566475,2005.11.09,tbird-admin1,Nov,9,12:01:15,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
67,-,1131566476,2005.11.09,tbird-admin1,Nov,9,12:01:16,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
68,-,1131566477,2005.11.09,cn543,Nov,9,12:01:17,cn543/cn543,ntpd,13785.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
69,-,1131566477,2005.11.09,tbird-admin1,Nov,9,12:01:17,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A3] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
70,-,1131566477,2005.11.09,tbird-admin1,Nov,9,12:01:17,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
71,-,1131566478,2005.11.09,cn551,Nov,9,12:01:18,cn551/cn551,ntpd,15308.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
72,-,1131566478,2005.11.09,dn360,Nov,9,12:01:18,dn360/dn360,ntpd,30984.0,"synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
73,-,1131566478,2005.11.09,tbird-admin1,Nov,9,12:01:18,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
74,-,1131566479,2005.11.09,#8#,Nov,9,12:01:19,#8#/#8#,sshd,19023.0,Local disconnected: Connection closed.,E67,Local disconnected: Connection closed.,1.0
75,-,1131566479,2005.11.09,#8#,Nov,9,12:01:19,#8#/#8#,sshd,19023.0,connection lost: 'Connection closed.',E30,connection lost: 'Connection closed.',1.0
76,-,1131566479,2005.11.09,bn431,Nov,9,12:01:19,bn431/bn431,ntpd,28723.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
77,-,1131566480,2005.11.09,dn77,Nov,9,12:01:20,dn77/dn77,ntpd,9978.0,"synchronized to 10.100.24.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
78,-,1131566480,2005.11.09,tbird-admin1,Nov,9,12:01:20,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
79,-,1131566482,2005.11.09,tbird-admin1,Nov,9,12:01:22,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
80,-,1131566482,2005.11.09,tbird-admin1,Nov,9,12:01:22,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
81,-,1131566482,2005.11.09,tbird-admin1,Nov,9,12:01:22,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
82,-,1131566482,2005.11.09,tbird-admin1,Nov,9,12:01:22,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
83,-,1131566483,2005.11.09,tbird-admin1,Nov,9,12:01:23,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
84,-,1131566484,2005.11.09,cn931,Nov,9,12:01:24,cn931/cn931,ntpd,29054.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
85,-,1131566484,2005.11.09,tbird-sm1,Nov,9,12:01:24,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,1.0
86,-,1131566485,2005.11.09,tbird-admin1,Nov,9,12:01:25,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
87,-,1131566486,2005.11.09,tbird-admin1,Nov,9,12:01:26,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
88,-,1131566486,2005.11.09,tbird-admin1,Nov,9,12:01:26,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
89,-,1131566486,2005.11.09,tbird-admin1,Nov,9,12:01:26,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
90,-,1131566487,2005.11.09,tbird-admin1,Nov,9,12:01:27,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
91,-,1131566488,2005.11.09,dn557,Nov,9,12:01:28,dn557/dn557,ntpd,31472.0,"synchronized to 10.100.26.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
92,-,1131566488,2005.11.09,dn943,Nov,9,12:01:28,dn943/dn943,ntpd,3570.0,"synchronized to 10.100.26.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
93,-,1131566488,2005.11.09,tbird-admin1,Nov,9,12:01:28,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
94,-,1131566488,2005.11.09,tbird-sm1,Nov,9,12:01:28,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change,1.0
95,-,1131566488,2005.11.09,tbird-sm1,Nov,9,12:01:28,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required,1.0
97,-,1131566491,2005.11.09,eadmin1,Nov,9,12:01:31,src@eadmin1,crond(pam_unix),1205.0,session closed for user root,E117,session closed for user root,1.0
100,-,1131566491,2005.11.09,tbird-admin1,Nov,9,12:01:31,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
103,-,1131566492,2005.11.09,cn615,Nov,9,12:01:32,cn615/cn615,ntpd,18517.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
105,-,1131566492,2005.11.09,tbird-admin1,Nov,9,12:01:32,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
106,-,1131566493,2005.11.09,cn566,Nov,9,12:01:33,cn566/cn566,ntpd,18010.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
107,-,1131566493,2005.11.09,tbird-admin1,Nov,9,12:01:33,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
108,-,1131566494,2005.11.09,cadmin1,Nov,9,12:01:34,src@cadmin1,crond(pam_unix),16315.0,session closed for user root,E117,session closed for user root,1.0
109,-,1131566494,2005.11.09,cadmin1,Nov,9,12:01:34,src@cadmin1,sendmail,19391.0,"jA9J1Wd7019391: from=root, size=1594553, class=0, nrcpts=1, msgid=<200511091901.jA9J1Wd7019391@cadmin1>, relay=#7#@localhost",E15,"<*>: from=root, size=<*>, class=<*>, nrcpts=<*>, msgid=<<*>>, relay=#<*>#@localhost",1.0
111,-,1131566494,2005.11.09,cn728,Nov,9,12:01:34,cn728/cn728,ntpd,28511.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
112,-,1131566494,2005.11.09,tbird-admin1,Nov,9,12:01:34,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
113,-,1131566495,2005.11.09,badmin1,Nov,9,12:01:35,src@badmin1,crond(pam_unix),8099.0,session closed for user root,E117,session closed for user root,1.0
114,-,1131566495,2005.11.09,badmin1,Nov,9,12:01:35,src@badmin1,sendmail,11176.0,"jA9J1WSU011176: from=root, size=1593894, class=0, nrcpts=1, msgid=<200511091901.jA9J1WSU011176@badmin1>, relay=#7#@localhost",E15,"<*>: from=root, size=<*>, class=<*>, nrcpts=<*>, msgid=<<*>>, relay=#<*>#@localhost",1.0
116,-,1131566495,2005.11.09,dadmin1,Nov,9,12:01:35,src@dadmin1,crond(pam_unix),21181.0,session closed for user root,E117,session closed for user root,1.0
119,-,1131566495,2005.11.09,tbird-admin1,Nov,9,12:01:35,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
120,-,1131566496,2005.11.09,cn980,Nov,9,12:01:36,cn980/cn980,ntpd,19676.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
121,-,1131566497,2005.11.09,tbird-admin1,Nov,9,12:01:37,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
122,-,1131566497,2005.11.09,tbird-admin1,Nov,9,12:01:37,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
123,-,1131566498,2005.11.09,tbird-admin1,Nov,9,12:01:38,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
124,-,1131566498,2005.11.09,tbird-sm1,Nov,9,12:01:38,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,1.0
126,-,1131566500,2005.11.09,cn822,Nov,9,12:01:40,cn822/cn822,ntpd,28661.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
127,-,1131566501,2005.11.09,aadmin1,Nov,9,12:01:41,src@aadmin1,crond(pam_unix),13476.0,session closed for user root,E117,session closed for user root,1.0
135,-,1131566501,2005.11.09,tbird-admin1,Nov,9,12:01:41,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B3] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
136,-,1131566502,2005.11.09,bn999,Nov,9,12:01:42,bn999/bn999,ntpd,14515.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
137,-,1131566502,2005.11.09,tbird-sm1,Nov,9,12:01:42,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change,1.0
138,-,1131566502,2005.11.09,tbird-sm1,Nov,9,12:01:42,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required,1.0
141,-,1131566503,2005.11.09,aadmin1,Nov,9,12:01:43,src@aadmin1,xinetd,18274.0,START: tftp pid=16563 from=10.100.4.251,E119,START: tftp pid=<*> from=<*>,1.0
145,-,1131566503,2005.11.09,dn77,Nov,9,12:01:43,dn77/dn77,ntpd,9978.0,"synchronized to 10.100.30.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
146,-,1131566503,2005.11.09,tbird-admin1,Nov,9,12:01:43,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
147,-,1131566506,2005.11.09,cn296,Nov,9,12:01:46,cn296/cn296,ntpd,24199.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
148,-,1131566506,2005.11.09,tbird-admin1,Nov,9,12:01:46,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
149,-,1131566507,2005.11.09,tbird-admin1,Nov,9,12:01:47,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
150,-,1131566507,2005.11.09,tbird-admin1,Nov,9,12:01:47,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
151,-,1131566508,2005.11.09,dn233,Nov,9,12:01:48,dn233/dn233,ntpd,11151.0,"synchronized to 10.100.30.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
152,-,1131566509,2005.11.09,bn999,Nov,9,12:01:49,bn999/bn999,ntpd,14515.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
153,-,1131566509,2005.11.09,tbird-admin1,Nov,9,12:01:49,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
154,-,1131566509,2005.11.09,tbird-admin1,Nov,9,12:01:49,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
155,-,1131566510,2005.11.09,bn132,Nov,9,12:01:50,bn132/bn132,ntpd,22316.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
156,-,1131566510,2005.11.09,bn874,Nov,9,12:01:50,bn874/bn874,ntpd,25657.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
157,-,1131566510,2005.11.09,bn946,Nov,9,12:01:50,bn946/bn946,ntpd,15562.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
158,-,1131566510,2005.11.09,tbird-admin1,Nov,9,12:01:50,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
159,-,1131566510,2005.11.09,tbird-admin1,Nov,9,12:01:50,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
160,-,1131566511,2005.11.09,tbird-admin1,Nov,9,12:01:51,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A3] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
161,-,1131566512,2005.11.09,tbird-admin1,Nov,9,12:01:52,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
162,-,1131566512,2005.11.09,tbird-sm1,Nov,9,12:01:52,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,1.0
163,-,1131566514,2005.11.09,tbird-admin1,Nov,9,12:01:54,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
164,-,1131566515,2005.11.09,cn633,Nov,9,12:01:55,cn633/cn633,ntpd,18665.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
165,-,1131566516,2005.11.09,tbird-admin1,Nov,9,12:01:56,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
166,-,1131566516,2005.11.09,tbird-admin1,Nov,9,12:01:56,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
167,-,1131566516,2005.11.09,tbird-admin1,Nov,9,12:01:56,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
168,-,1131566516,2005.11.09,tbird-sm1,Nov,9,12:01:56,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change,1.0
169,-,1131566516,2005.11.09,tbird-sm1,Nov,9,12:01:56,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required,1.0
170,-,1131566517,2005.11.09,bn825,Nov,9,12:01:57,bn825/bn825,ntpd,23041.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
171,-,1131566517,2005.11.09,tbird-admin1,Nov,9,12:01:57,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
